id,company,year_salary,low_year_salary,high_year_salary
554,成都启划信息科技有限公司,48-96,48,96
555,河源市城市互动科技有限公司,48-84,48,84
556,湖北睿志科技服务有限公司,52-104,52,104
557,汕头市古水信息技...,36-72,36,72
558,深圳市玖立方科技有限公司,36-48,36,48
559,山西铁牛网络科技有限公司,36-96,36,96
560,无锡希霆云梦科技有限公司,48-96,48,96
561,山东一梯软件科技有限公司,48-72,48,72
562,北京金水信息技术发展有限公司,48-72,48,72
563,河北惟明信息技术有限公司,48-72,48,72
564,长春市庞智科技有限公司,48-96,48,96
565,河北智数软件有限公司,36-84,36,84
566,青柚（锦州市）网络科技技术有限公司,36-72,36,72
567,内蒙古舍神科技有限公司,36-48,36,48
568,山东四维卓识信息技术有限公司,48-72,48,72
569,广东因特厨信息技术有限公司,48-96,48,96
570,山西捷冠科技有限公司,48-108,48,108
571,大同市华研科技有限责任公司,36-48,36,48
572,梅州市青云客网络科技有限公司,48-96,48,96
573,南京智政大数据科技有限公司,48-84,48,84
574,河南省常亭网络科技有限公司,36-60,36,60
575,江门市虎易天下网络有限公司,48-96,48,96
576,河南快创网络科技有限公司,52-91,52,91
577,深州市集思科技有限公司,48-96,48,96
578,黑龙江弟兄网络科技有限公司,36-72,36,72
579,山西深度智能科技有限公司,48-96,48,96
580,巽风（浙江）科技有限公司,36-72,36,72
581,河北启扬信息技术有限公司,48-96,48,96
582,赣州市人和环境工程有限公司,48-96,48,96
583,河南讯有信息技术有限公司,36-60,36,60
584,日照鸿迅电子工程有限公司,48-96,48,96
585,赋能科技（吉林）有限公司,48-72,48,72
586,湖南佳材教育科技有限公司,36-60,36,60
587,上饶市亮象科技有限公司,48-108,48,108
588,河北岁若网络科技有限公司,36-48,36,48
589,唐山市万寻科技有限公司,36-96,36,96
590,南阳市微企胜网络科技有限公司,48-96,48,96
591,流光星际（湖北）科技有限公司,48-108,48,108
592,湖北千聚科技有限公司,36-60,36,60
593,茂名市雄妈网络科技有限公司,36-60,36,60
594,福建麦科信息技术有限公司,48-72,48,72
595,吉林红棠科技有限公司,36-60,36,60
596,深圳市聚心教育科技发展有限公司,48-84,48,84
597,江苏灵匠信息科技有限公司,48-96,48,96
598,沧州斐鱼网络科技有限公司,48-84,48,84
599,北京金水信息技术发展有限公司,48-72,48,72
600,山西铁牛网络科技有限公司,36-96,36,96
601,日照市海洲电子科技有限公司,48-96,48,96
602,福州一米网络技术有限公司,48-72,48,72
603,中凡国际工程设计有限公司赣州分公司,48-96,48,96
604,天津市艾讯网络科技有限公司,48-108,48,108
605,宁夏世纪创想网络科技有限公司,48-108,48,108
606,山东森哲信息技术有限公司,36-72,36,72
607,梅州市巨猴软件科技有限公司,52-104,52,104
608,安徽易刚信息技术有限公司,48-84,48,84
609,广西星海数字创意传媒科技有限责任公司,48-72,48,72
610,洛阳深海墨鱼科技有限公司,36-48,36,48
611,福州华航数字科技有限公司,48-84,48,84
612,石家庄柏人网络科技有限公司,48-96,48,96
613,龙岩龙安安全科技有限公司,48-96,48,96
614,张家口宏尚科技有限公司,48-96,48,96
615,平顶山引潮网络科技有限公司,36-60,36,60
616,商丘雷光网络科技有限公司,48-72,48,72
617,深圳市超越网络信息科技有限公司,48-72,48,72
618,西安研奇网络科技有限公司,52-91,52,91
619,山东兴旺软件科技有限公司,48-96,48,96
620,华泰益兴科技（北京）有限公司,36-96,36,96
621,江西亿洲科技有限公司,48-96,48,96
622,江门市微讯智能科技有限公司,48-60,48,60
623,广东迪浪科技股份有限公司,52-117,52,117
624,淮北掌易网络科技有限公司,48-96,48,96
625,河北智恩网络科技有限公司,48-108,48,108
626,江苏大麦信息科技有限公司,52-91,52,91
627,湖北中天亿信科技股份有限公司,48-60,48,60
628,七台河哟见信息科技有限公司,36-84,36,84
629,山西优异网络技术有限公司,48-108,48,108
630,宿迁思齐信息科技有限公司,48-72,48,72
631,安徽金众客网络科技有限公司,48-72,48,72
632,山西深度智能科技有限公司,48-96,48,96
633,北京天正聚合科技有限公司,36-48,36,48
634,安徽博领网络科技有限公司,48-72,48,72
635,保定妙迎网络科技有限公司,48-84,48,84
636,珠海数图信息技术有限公司,48-108,48,108
637,北京分形科技有限公司,48-72,48,72
638,珠海八六三合兴科技有限公司,36-48,36,48
639,扬州明辰信息科技有限公司,48-72,48,72
640,广东高商科技有限公司,48-108,48,108
641,哈尔滨华信诚安科技有限公司,36-48,36,48
642,江门市又壹科技有限公司,48-96,48,96
643,河南贝好多智能科技有限公司,48-72,48,72
644,深圳市聚心教育发展服务有限公司,48-84,48,84
645,河南快保信息科技有限公司,36-84,36,84
646,杭州雪意科技有限公司,48-96,48,96
647,山西丰火连天网络科技有限公司,48-72,48,72
648,湖南白杨网络科技有限公司,48-96,48,96
649,联科信达物联网有限公司,48-60,48,60
650,广西智爱科技有限公司,48-108,48,108
651,焦作盛利华网络科技有限公司,48-108,48,108
652,携游天下网络股份有限公司,48-72,48,72
653,绍兴小坡孩信息技术有限公司,52-104,52,104
654,蚌埠千呼科技有限公司,48-108,48,108
655,珠海米水科技有限公司,48-72,48,72
656,凯信云（唐山）智能科技有限公司,52-65,52,65
657,广州永昇信息科技有限公司,48-96,48,96
658,珠海触点互动科技有限公司,36-72,36,72
659,山东九才信息科技有限公司,48-84,48,84
660,浙江天捷智能科技有限公司,48-84,48,84
661,江苏云点信息科技有限公司,48-108,48,108
662,河北燕山安全信息咨询有限公司,36-96,36,96
663,内蒙古百格利科技有限公司,36-96,36,96
664,武汉紫枫叶科技有限责任公司,36-96,36,96
665,江门市猿创网络有限公司,48-108,48,108
666,河北中致信息技术有限公司,48-60,48,60
667,晋城市聚达网络科技有限公司,48-72,48,72
668,日照蓝鸥信息科技有限公司,48-72,48,72
669,承德小仓科技有限责任公司,36-72,36,72
670,湖南卓尊科技有限公司衡阳分公司,48-60,48,60
671,云南云霖科技有限公司,48-84,48,84
672,迁安市迁软科技有限责任公司,36-96,36,96
673,河南一一科技有限公司,36-84,36,84
674,潍坊易网互联信息科技有限公司,36-96,36,96
675,南昌景旭科技有限公司,48-96,48,96
676,山东优普智能科技有限公司,36-84,36,84
677,扬州扬源信息科技有限公司,48-84,48,84
678,佛山市易租云科技有限公司,39-78,39,78
679,深圳市企管通科技有限公司,48-72,48,72
680,宜昌优智科技有限公司,52-104,52,104
681,邗江区君灿电器经营部,36-48,36,48
682,贵州聚创科技有限公司,48-60,48,60
683,银川华信智信息技术有限公司,48-84,48,84
684,邯郸市互通网络科技有限公司,36-60,36,60
685,广州市科喜信息科技有限公司,36-96,36,96
686,中科华研（北京）科技有限公司山西分公司,36-72,36,72
687,广州恒富宝科技有限公司,36-60,36,60
688,内蒙古时机天成科技有限公司,48-96,48,96
689,北京零工时代数字科技有限公司,48-72,48,72
690,无锡云牛网络科技有限公司,48-96,48,96
691,广东柒胜软件科技有限责任公司,48-60,48,60
692,浙江云翎信息技术有限公司,36-96,36,96
693,潍坊德惠康健康咨询有限公司,48-72,48,72
694,江西元一制冷设备集团有限公司,48-108,48,108
695,银川华信智信息技术有限公司,48-84,48,84
696,湖南卓尊科技有限公司衡阳分公司,48-60,48,60
697,湖南谜之文化传媒有限公司,48-108,48,108
698,一顺智能科技（广州）有限公司,48-72,48,72
699,扬州扬源信息科技有限公司,48-84,48,84
700,河北雨辰同瑞信息科技有限公司,48-96,48,96
701,秦皇岛德必信计算机科技有限公司,52-117,52,117
702,北京真真科技有限公司,45-120,45,120
703,山西云启晟科技有限公司,48-108,48,108
704,迁安市迁软科技有限责任公司,36-96,36,96
705,南阳市鹏越软件有限公司,36-84,36,84
706,北京智汇大成科技有限公司,48-96,48,96
707,湖南感应时代信息科技有限公司,36-60,36,60
708,成都众智昊冉科技有限公司,36-60,36,60
709,衡阳市雁谷文化体育产业发展有限公司,48-108,48,108
710,山东博尧信息科技有限公司,48-96,48,96
711,烟台慧创软件科技有限公司,48-108,48,108
712,惠州市蓝盾科技有限公司,48-84,48,84
713,数信智能（南阳）科技有限公司,36-84,36,84
714,毕姆建筑科技（杭州）有限责任公司,36-60,36,60
715,河北百讯科技有限公司,48-72,48,72
716,河南信科网络科技有限公司,36-72,36,72
717,江苏萌点网络科技有限公司,48-96,48,96
718,精易通（沈阳）智能科技有限公司,36-84,36,84
719,内蒙古步长医药有限责任公司,48-72,48,72
720,广东熙晟科技发展有限公司,48-96,48,96
721,吉林长智软件开发有限公司,36-48,36,48
722,衡阳众德智能科技有限公司,48-72,48,72
723,新疆思邦视觉网络科技有限公司,48-96,48,96
724,河南中细软知识产权代理有限公司,36-72,36,72
725,神灯科技有限责任公司,52-65,52,65
726,上海星睿信息技术有限公司,48-60,48,60
727,徐州创若网络科技有限公司,36-60,36,60
728,新疆天瑞通用航空产业发展有限公司,48-72,48,72
729,山东纸壳侠再生资源有限公司,48-84,48,84
730,汕头市三人行信息科技有限公司,48-96,48,96
731,徐州蓝佳网络科技有限公司,36-48,36,48
732,易和软件（山东）有限公司,48-108,48,108
733,武汉拜必优科技有限公司,36-60,36,60
734,贵州聚德慧享科技有限公司,48-96,48,96
735,南京厚建软件有限责任公司,48-84,48,84
736,徐州市知之教育科技有限公司,48-96,48,96
737,上海宇叙信息技术有限公司,36-84,36,84
738,山西清水欧度信息技术有限公司,48-72,48,72
739,南昌象牙网络科技有限公司,24-60,24,60
740,贵州高诚科技有限公司,48-96,48,96
741,湖南宝元汽车部件有限公司,36-60,36,60
742,辽宁瑞丰自动控制有限公司,48-96,48,96
743,四川远跃农牧科技有限公司,48-72,48,72
744,贵阳高新兆诚科技有限公司,48-108,48,108
745,江苏辰友信息科技有限公司,36-96,36,96
746,山西云之巽文化发展有限公司,48-60,48,60
747,江西优企信息技术有限公司,48-96,48,96
748,神州通誉软件（上海）股份有限公司,48-60,48,60
749,郑州稳网互联计算机科技有限公司,48-72,48,72
750,株洲高科火炬信息服务有限公司,48-72,48,72
751,佰易（山东）文化旅游产业发展集团有限公司,48-96,48,96
752,北京聚青科技有限公司,36-72,36,72
753,广西码农信息科技有限公司,48-96,48,96
754,大连三月科技有限公司,36-96,36,96
755,安徽上岸品牌策划有限公司,48-96,48,96
756,湖南大树腾企业管理有限公司,36-84,36,84
757,西安恒博软件科技有限公司,48-84,48,84
758,江苏中梦云政信息科技有限公司,48-96,48,96
759,南阳易拓实业发展有限公司,36-60,36,60
760,海纳实业控股集团有限公司,48-108,48,108
761,北京环播大地科技有限公司,48-60,48,60
762,山东临都网络科技有限公司,36-72,36,72
763,云南禧住科技有限公司,48-108,48,108
764,成都盈透科技有限公司,48-60,48,60
765,山东书壳儿网络科技有限公司,48-108,48,108
766,无锡玄博商标事务有限公司,48-84,48,84
767,小智匠,48-108,48,108
768,北京盛世政通软件发展有限公司邯郸分公司,48-84,48,84
769,白山市天诚经贸有限公司,48-72,48,72
770,广州市健信信息科技有限公司,52-78,52,78
771,温州云锐软件科技有限公司,48-84,48,84
772,武汉趋为致诚科技有限公司,36-84,36,84
773,沈阳千翼网络信息科技有限公司,48-96,48,96
774,河南省磊科网络科技有限公司,48-72,48,72
775,微趣软件（无锡）有限公司,48-96,48,96
776,四川读本科技有限公司,39-78,39,78
777,广州壹川装饰设计有限公司,48-60,48,60
778,海南信息岛技术服务中心有限公司,36-60,36,60
779,亿达信息技术有限公司,96-132,96,132
780,杭州焱起科技有限公司,96-156,96,156
781,广东宇翔科技有限公司,48-96,48,96
782,河北金卷教育科技有限公司,60-96,60,96
783,江苏闪信信息科技有限公司,72-96,72,96
784,宁夏世纪创想网络科技有限公司,60-120,60,120
785,山西东华慧海碧沐科技有限公司,36-84,36,84
786,山西耀润科技有限公司,60-96,60,96
787,广州弘凯物联网服务有限公司,60-120,60,120
788,珠海数图信息技术有限公司,48-108,48,108
789,北京华路时代信息技术股份有限公司,84-132,84,132
790,梅州市巨猴软件科技有限公司,52-104,52,104
791,武汉儒松科技有限公司,84-96,84,96
792,徐州芒旭软件科技有限公司,60-96,60,96
793,福建省叁拾信息科技有限公司,36-96,36,96
794,泰安协同软件有限公司,48-108,48,108
795,武汉紫枫叶科技有限责任公司,36-96,36,96
796,淮北掌易网络科技有限公司,48-96,48,96
797,重庆广睿达科技有限公司,60-96,60,96
798,江门市蓬江区八爪鱼科技有限公司,60-96,60,96
799,宿迁思齐信息科技有限公司,48-72,48,72
800,北京国脉互联信息顾问有限公司浙江分公司,65-130,65,130
801,江苏萨普莱斯信息科技有限公司,84-144,84,144
802,杭州向上机器人科技有限公司,96-144,96,144
803,山东和胜云信息科技有限公司,48-108,48,108
804,江苏速家宅配科技有限公司,104-130,104,130
805,惠州市翼飞智能科技有限公司,65-117,65,117
806,河北小鸥科技有限公司,60-120,60,120
807,南昌景旭科技有限公司,48-96,48,96
808,江苏大麦信息科技有限公司,52-91,52,91
809,贵州聚德慧享科技有限公司,48-96,48,96
810,常州易管智能科技有限公司,72-84,72,84
811,湖南白杨网络科技有限公司,48-96,48,96
812,深圳制片帮网络科技有限公司,72-120,72,120
813,山东九才信息科技有限公司,48-84,48,84
814,海南中智职业培训学校,72-108,72,108
815,江苏云点信息科技有限公司,48-108,48,108
